,age,job,marital,education,default,housing,contact,month,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
7206,37.0,1,1,1,0,1,1,1,4,999,0,0,1.4,93.444,-36.1,4.962,5228.1,0
7207,39.0,5,1,1,0,1,1,2,2,3,2,2,-3.4,92.649,-30.1,0.7140000000000001,5017.5,1
7208,45.0,1,0,1,0,0,1,3,2,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,0
7209,34.0,7,0,6,0,1,1,0,2,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,0
7210,44.0,7,0,6,0,0,0,2,1,999,0,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
7211,60.0,10,0,0,0,1,1,0,1,12,1,2,-1.8,93.749,-34.6,0.635,5008.7,1
7212,36.0,1,1,1,0,0,1,1,2,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0
7213,34.0,4,1,2,0,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
7214,46.0,1,0,2,1,1,1,0,1,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0
7215,50.0,3,0,2,0,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
7216,42.0,7,0,6,0,1,1,1,1,999,0,0,1.4,93.444,-36.1,4.964,5228.1,1
7217,44.0,4,2,2,0,1,0,5,1,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
7218,30.0,1,2,2,0,0,1,2,3,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
7219,80.0,10,0,0,0,1,1,0,1,12,1,2,-1.8,93.749,-34.6,0.644,5008.7,1
7220,30.0,3,1,2,0,0,1,2,2,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
7221,23.0,8,1,3,0,1,1,7,2,999,0,0,-3.0,92.713,-33.0,0.708,5023.5,0
7222,37.0,6,0,3,0,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0
7223,53.0,9,0,4,0,0,1,2,2,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0
7224,28.0,7,1,1,0,1,1,9,12,999,0,0,-1.8,92.843,-50.0,1.811,5099.1,0
7225,27.0,3,1,2,0,1,1,4,3,999,0,0,1.4,93.918,-42.7,4.957,5228.1,0
7226,36.0,3,0,2,0,1,1,3,2,999,0,0,-1.8,92.893,-46.2,1.344,5099.1,0
7227,30.0,3,0,2,0,0,0,3,4,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0
7228,36.0,10,0,0,0,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
7229,51.0,7,2,2,0,0,1,4,4,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0
7230,27.0,7,1,1,0,0,1,2,1,999,0,0,-3.4,92.649,-30.1,0.716,5017.5,1
7231,49.0,4,2,3,0,1,1,2,1,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0
7232,45.0,4,2,3,0,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0
7233,41.0,4,0,3,1,0,0,3,2,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0
7234,60.0,0,2,1,0,1,0,5,4,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
7235,26.0,7,1,6,0,1,1,3,1,999,0,0,-1.8,92.893,-46.2,1.327,5099.1,0
7236,44.0,5,0,3,0,1,1,1,5,999,0,0,1.4,93.444,-36.1,4.966,5228.1,0
7237,42.0,3,2,2,1,1,0,5,1,999,0,0,1.4,94.465,-41.8,4.865,5228.1,0
7238,48.0,4,0,3,1,1,1,1,1,999,0,0,1.4,93.444,-36.1,4.968,5228.1,0
7239,28.0,4,0,3,0,1,0,3,2,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0
7240,29.0,1,0,3,0,1,1,4,2,999,0,0,1.4,93.918,-42.7,4.96,5228.1,1
7241,43.0,6,0,2,0,1,1,6,1,999,0,0,-3.4,92.379,-29.8,0.7659999999999999,5017.5,0
7242,34.0,1,0,2,0,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
7243,50.0,5,0,1,1,0,1,1,2,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0
7244,43.0,6,2,1,0,0,0,1,1,999,0,0,-2.9,92.201,-31.4,0.884,5076.2,0
7245,56.0,6,0,1,0,1,1,5,3,999,0,0,-2.9,92.963,-40.8,1.235,5076.2,0
7246,43.0,4,0,0,1,0,0,5,2,999,0,0,1.4,94.465,-41.8,4.962,5228.1,0
7247,19.0,8,1,4,0,1,1,0,2,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0
7248,31.0,7,1,6,0,1,1,0,5,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0
7249,26.0,1,0,2,0,0,1,5,1,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,0
7250,34.0,2,0,2,0,1,1,2,2,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,0
7251,42.0,1,1,6,0,1,1,0,1,999,0,0,-1.8,93.075,-47.1,1.423,5099.1,0
7252,57.0,9,0,1,0,0,0,4,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
7253,47.0,1,2,1,0,0,1,4,3,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0
7254,44.0,4,0,2,0,0,0,3,4,999,0,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
7255,41.0,6,0,1,0,1,1,1,5,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0
7256,69.0,0,2,6,0,0,1,8,1,999,0,0,-3.4,92.431,-26.9,0.7440000000000001,5017.5,1
7257,44.0,11,0,1,0,1,1,1,2,999,0,0,-2.9,92.201,-31.4,0.884,5076.2,0
7258,47.0,5,0,0,1,1,0,3,2,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
7259,33.0,7,0,6,0,2,1,1,2,999,0,0,1.4,93.444,-36.1,4.963,5228.1,1
7260,48.0,4,0,0,1,1,1,1,2,999,0,0,1.4,93.444,-36.1,4.97,5228.1,0
7261,46.0,4,0,5,1,0,1,3,1,999,0,0,-1.8,92.893,-46.2,1.334,5099.1,0
7262,64.0,5,0,1,0,0,1,5,1,999,0,0,-2.9,92.963,-40.8,1.099,5076.2,1
7263,30.0,4,0,0,0,1,0,4,6,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
7264,59.0,1,2,1,0,0,1,0,1,999,0,0,-1.8,93.075,-47.1,1.415,5099.1,0
7265,37.0,4,0,3,1,1,0,3,3,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
7266,30.0,4,1,2,0,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
7267,42.0,10,0,1,0,2,0,1,9,999,0,0,1.4,93.444,-36.1,4.962,5228.1,0
7268,46.0,4,0,0,1,1,1,3,3,999,0,0,-1.8,92.893,-46.2,1.25,5099.1,0
7269,37.0,2,1,1,0,1,1,4,1,999,0,0,1.4,93.918,-42.7,4.968,5228.1,0
7270,31.0,7,0,1,0,1,1,1,2,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0
7271,30.0,1,1,2,0,1,1,4,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
7272,38.0,4,0,2,0,0,0,5,2,999,0,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,0
7273,57.0,4,0,3,1,0,1,4,3,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0
7274,47.0,4,2,3,1,1,0,3,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
7275,31.0,8,0,2,0,0,1,2,1,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,0
7276,59.0,0,2,0,1,0,0,5,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
7277,45.0,4,0,3,1,1,0,3,3,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
7278,55.0,4,1,0,0,1,1,0,2,999,0,0,-1.8,93.075,-47.1,1.415,5099.1,0
7279,45.0,5,2,1,0,0,0,5,4,999,0,0,1.4,94.465,-41.8,4.865,5228.1,0
7280,41.0,5,0,1,0,1,1,1,1,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0
7281,36.0,1,0,1,1,0,1,1,4,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0
7282,52.0,0,0,0,1,1,1,4,1,999,0,0,1.4,93.918,-42.7,4.957,5228.1,0
7283,42.0,7,2,6,0,1,1,1,2,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0
7284,52.0,10,0,3,0,1,1,4,12,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
7285,48.0,4,0,3,1,0,0,5,10,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
7286,29.0,3,2,2,0,0,0,3,3,999,0,0,1.1,93.994,-36.4,4.855,5191.0,0
7287,40.0,4,0,2,0,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
7288,53.0,10,0,1,0,0,1,2,1,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,0
7289,47.0,3,0,5,0,1,1,4,1,999,0,0,1.4,93.918,-42.7,4.96,5228.1,0
7290,37.0,7,1,6,1,0,1,4,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
7291,39.0,5,0,1,0,0,1,1,6,999,0,0,1.4,93.444,-36.1,4.968,5228.1,1
7292,38.0,7,0,3,0,0,0,5,2,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0
7293,59.0,0,0,1,0,0,1,1,7,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0
7294,64.0,0,0,2,0,1,1,0,1,999,0,0,-1.8,93.075,-47.1,1.4,5099.1,0
7295,35.0,1,0,1,0,0,1,4,2,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
7296,51.0,1,0,5,0,1,1,2,1,999,0,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
7297,36.0,1,1,1,0,0,1,1,1,999,0,0,1.4,93.444,-36.1,4.968,5228.1,0
7298,33.0,1,0,2,1,1,1,3,1,999,0,0,-1.8,92.893,-46.2,1.2990000000000002,5099.1,0
7299,30.0,4,0,3,0,1,1,4,7,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0
7300,54.0,4,0,3,1,1,1,4,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
7301,36.0,7,0,4,0,1,0,3,2,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
7302,50.0,6,0,6,0,1,1,4,2,999,0,0,1.4,93.918,-42.7,4.968,5228.1,0
7303,31.0,1,1,2,0,0,1,3,4,999,0,0,-1.8,92.893,-46.2,1.25,5099.1,0
7304,54.0,1,0,1,1,1,0,5,10,999,0,0,1.4,94.465,-41.8,4.864,5228.1,0
7305,39.0,7,2,6,0,0,0,5,2,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
7306,35.0,10,0,0,0,1,1,4,1,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0
7307,21.0,1,1,2,0,0,1,5,1,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,1
7308,40.0,7,0,6,0,1,0,8,1,999,0,0,-1.1,94.601,-49.5,0.956,4963.6,0
7309,45.0,10,2,0,1,1,1,4,2,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
7310,29.0,6,0,3,1,1,0,4,1,999,0,0,1.4,93.918,-42.7,4.957,5228.1,0
7311,36.0,1,0,1,0,1,0,2,2,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,0
7312,40.0,7,0,6,1,0,0,4,3,999,0,0,1.4,93.918,-42.7,4.968,5228.1,0
7313,29.0,6,1,2,0,1,1,2,3,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
7314,43.0,4,0,3,0,0,1,4,6,999,0,0,1.4,93.918,-42.7,4.962,5228.1,1
7315,31.0,1,1,1,0,0,1,1,1,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0
7316,39.0,7,2,2,0,1,1,1,1,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0
7317,56.0,2,0,4,0,0,0,4,5,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
7318,40.0,4,0,5,0,1,0,5,4,999,0,0,1.4,94.465,-41.8,4.96,5228.1,0
7319,37.0,1,1,1,0,1,1,4,2,6,3,2,-1.7,94.215,-40.3,0.79,4991.6,0
7320,39.0,4,0,5,1,1,1,4,2,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0
7321,71.0,0,0,1,0,0,1,0,1,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
7322,49.0,1,2,5,0,0,1,2,2,999,0,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
7323,49.0,7,0,6,0,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
7324,30.0,8,1,6,0,0,0,6,2,999,0,0,-1.1,94.199,-37.5,0.88,4963.6,0
7325,60.0,0,0,5,1,1,1,4,13,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0
7326,33.0,4,1,5,0,0,1,4,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,1
7327,30.0,1,0,1,0,1,1,1,1,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0
7328,47.0,6,0,3,0,1,0,0,5,999,0,0,-1.8,93.075,-47.1,1.423,5099.1,0
7329,30.0,2,0,2,0,1,1,3,3,3,1,2,-1.8,92.893,-46.2,1.354,5099.1,1
7330,37.0,7,0,6,0,1,1,1,2,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0
7331,30.0,8,1,1,0,1,1,1,1,999,0,0,1.4,93.444,-36.1,4.968,5228.1,0
7332,54.0,1,0,1,0,1,0,5,2,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
7333,37.0,7,0,6,0,1,1,2,3,999,0,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
7334,32.0,4,2,5,1,1,1,4,2,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
7335,40.0,1,0,2,1,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0
7336,40.0,3,0,1,0,1,1,4,2,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
7337,30.0,1,0,1,0,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.864,5191.0,1
7338,40.0,6,0,1,0,0,1,0,3,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0
7339,41.0,3,0,2,0,1,1,4,8,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
7340,31.0,4,1,2,0,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0
7341,41.0,1,0,4,1,0,0,3,12,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
7342,53.0,0,2,2,1,1,1,4,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
7343,27.0,1,1,2,0,1,0,4,1,999,0,0,-1.7,94.215,-40.3,0.861,4991.6,0
7344,50.0,2,0,2,0,0,0,5,2,999,0,0,1.4,94.465,-41.8,4.962,5228.1,0
7345,39.0,4,0,5,0,0,1,3,1,999,0,0,-1.8,92.893,-46.2,1.3130000000000002,5099.1,0
7346,32.0,6,1,1,0,0,1,3,1,999,0,0,-1.8,92.893,-46.2,1.244,5099.1,0
7347,39.0,1,0,1,0,1,1,2,1,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0
7348,36.0,5,0,1,0,1,0,5,1,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
7349,39.0,1,1,1,0,1,0,5,2,999,0,0,1.4,94.465,-41.8,4.865,5228.1,0
7350,37.0,5,1,1,0,0,0,5,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
7351,57.0,9,0,4,1,0,1,4,4,999,0,0,1.4,93.918,-42.7,4.958,5228.1,0
7352,30.0,5,0,1,0,1,0,6,1,999,0,0,-1.1,94.199,-37.5,0.8859999999999999,4963.6,0
7353,61.0,0,0,1,0,1,1,1,1,999,0,0,-2.9,92.201,-31.4,0.8590000000000001,5076.2,0
7354,60.0,1,0,2,0,0,1,0,1,2,1,2,-1.8,93.075,-47.1,1.365,5099.1,1
7355,49.0,1,0,1,0,1,0,3,2,999,0,0,1.1,93.994,-36.4,4.855,5191.0,0
7356,48.0,4,0,3,0,0,1,3,1,10,1,2,-1.8,92.893,-46.2,1.291,5099.1,1
7357,58.0,5,3,1,0,0,0,5,9,999,0,0,1.4,94.465,-41.8,4.962,5228.1,0
7358,45.0,11,0,4,0,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0
7359,58.0,10,0,0,0,1,0,3,2,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
7360,48.0,0,0,0,1,0,1,4,4,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
7361,33.0,4,0,5,0,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0
7362,42.0,7,1,2,1,0,0,3,3,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
7363,38.0,9,0,1,1,0,1,4,1,999,0,0,1.4,93.918,-42.7,4.96,5228.1,0
7364,23.0,1,1,1,0,1,1,9,2,999,0,0,-1.8,92.843,-50.0,1.757,5099.1,0
7365,30.0,3,0,2,0,1,0,5,5,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
7366,53.0,1,0,2,0,0,1,4,5,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
7367,34.0,1,1,1,0,0,1,1,3,999,0,0,1.4,93.444,-36.1,4.966,5228.1,0
7368,51.0,4,0,0,1,1,1,1,2,999,0,0,1.4,93.444,-36.1,4.968,5228.1,0
7369,25.0,1,1,2,0,0,1,4,6,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0
7370,28.0,1,0,1,0,0,0,3,3,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0
7371,35.0,3,0,2,1,1,1,3,1,999,0,0,-1.8,92.893,-46.2,1.334,5099.1,0
7372,41.0,1,1,2,0,0,1,3,4,999,0,0,-1.8,92.893,-46.2,1.244,5099.1,1
7373,56.0,1,0,5,1,0,1,1,1,999,0,0,1.4,93.444,-36.1,4.968,5228.1,0
7374,46.0,3,0,4,0,0,1,1,1,999,0,0,1.4,93.444,-36.1,4.964,5228.1,1
7375,57.0,0,0,3,0,1,1,1,4,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0
7376,42.0,1,0,2,1,0,0,5,2,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0
7377,42.0,1,0,1,0,0,1,4,5,999,0,0,1.4,93.918,-42.7,4.968,5228.1,1
7378,28.0,3,0,4,0,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
7379,39.0,4,1,3,0,1,1,3,3,3,1,2,-1.8,92.893,-46.2,1.354,5099.1,0
7380,36.0,3,1,3,0,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
7381,25.0,9,1,3,0,0,1,4,1,999,0,0,1.4,93.918,-42.7,4.957,5228.1,0
7382,38.0,4,0,5,1,1,1,4,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
7383,22.0,8,1,2,0,0,1,3,1,999,0,0,-1.8,92.893,-46.2,1.3130000000000002,5099.1,0
7384,40.0,4,0,5,0,1,0,3,3,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0
7385,24.0,7,1,6,0,0,1,4,2,999,0,0,1.4,93.918,-42.7,4.957,5228.1,0
7386,37.0,4,0,5,0,1,1,3,4,999,0,0,-1.8,92.893,-46.2,1.344,5099.1,0
7387,47.0,4,1,4,0,1,1,4,2,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0
7388,31.0,1,1,1,0,0,1,1,3,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0
7389,38.0,5,2,1,0,1,1,1,2,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0
7390,32.0,1,1,2,0,1,1,4,1,999,0,0,1.4,93.918,-42.7,4.957,5228.1,0
7391,53.0,4,0,3,1,1,0,5,20,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
7392,30.0,1,0,1,0,0,1,0,1,999,0,0,-1.8,93.075,-47.1,1.483,5099.1,0
7393,27.0,6,0,1,0,1,1,3,1,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,0
7394,48.0,1,0,1,1,1,1,1,1,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0
7395,54.0,4,0,4,0,0,1,1,1,999,0,0,1.4,93.444,-36.1,4.97,5228.1,0
7396,49.0,5,1,0,1,1,1,4,1,999,0,0,1.4,93.918,-42.7,4.957,5228.1,0
7397,35.0,3,2,2,0,1,1,0,1,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0
7398,58.0,0,2,1,0,1,1,0,1,999,0,0,-1.8,93.075,-47.1,1.415,5099.1,0
7399,56.0,9,0,1,0,1,0,0,1,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,0
7400,31.0,4,0,5,1,0,0,5,4,999,0,0,1.4,94.465,-41.8,4.864,5228.1,0
7401,53.0,1,0,2,0,0,0,5,26,999,0,0,1.4,94.465,-41.8,4.864,5228.1,0
7402,31.0,3,2,2,0,0,0,4,2,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
7403,33.0,3,0,2,1,0,0,3,3,999,0,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
7404,52.0,11,0,0,0,1,0,5,1,999,0,0,1.4,94.465,-41.8,4.967,5228.1,0
7405,57.0,7,0,6,1,1,1,1,3,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0
7406,54.0,1,1,1,0,1,1,3,1,999,0,0,-1.8,92.893,-46.2,1.264,5099.1,0
7407,57.0,7,0,2,0,0,1,1,1,999,0,0,1.4,93.444,-36.1,4.968,5228.1,0
7408,35.0,1,1,2,0,1,1,3,5,999,0,0,-1.8,92.893,-46.2,1.25,5099.1,0
7409,34.0,1,0,1,0,1,1,0,2,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,1
7410,49.0,4,2,0,1,0,1,0,1,999,0,0,-1.8,93.075,-47.1,1.445,5099.1,0
7411,43.0,5,0,1,0,1,1,0,5,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0
7412,40.0,1,1,2,0,1,1,4,5,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
7413,25.0,4,0,0,0,1,1,4,2,999,0,0,1.4,93.918,-42.7,4.958,5228.1,0
7414,54.0,1,2,1,0,0,0,3,4,999,0,0,1.1,93.994,-36.4,4.856,5191.0,1
7415,43.0,1,0,2,0,1,0,5,1,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
7416,38.0,4,0,2,1,0,1,3,2,999,0,0,-1.8,92.893,-46.2,1.2990000000000002,5099.1,0
7417,57.0,1,2,1,1,1,1,2,7,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,0
7418,56.0,7,0,4,1,1,1,4,4,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
7419,39.0,4,2,2,0,0,1,2,2,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,0
7420,33.0,7,1,1,0,0,1,1,4,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0
7421,55.0,5,0,1,1,1,0,3,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
7422,38.0,1,0,1,0,1,0,1,1,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0
7423,45.0,4,2,2,1,1,1,4,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
7424,37.0,4,0,6,1,1,0,3,3,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
7425,47.0,3,2,2,0,2,0,3,3,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
7426,45.0,7,2,1,1,1,1,3,1,999,0,0,-1.8,92.893,-46.2,1.344,5099.1,0
7427,62.0,6,0,1,1,0,1,6,1,999,0,0,-3.4,92.379,-29.8,0.741,5017.5,0
7428,22.0,4,0,3,0,0,1,4,2,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
7429,37.0,1,1,2,0,0,0,3,3,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
7430,29.0,1,0,1,0,1,1,3,3,13,2,1,-1.8,93.876,-40.0,0.684,5008.7,1
7431,51.0,5,0,1,1,0,0,3,2,999,0,0,1.1,93.994,-36.4,4.86,5191.0,1
7432,39.0,5,0,1,0,0,1,2,1,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
7433,35.0,1,0,1,0,1,1,1,7,999,0,0,1.4,93.444,-36.1,4.962,5228.1,0
7434,24.0,4,0,3,0,1,1,4,1,999,0,0,1.4,93.918,-42.7,4.96,5228.1,0
7435,59.0,1,0,1,1,1,1,1,2,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0
7436,43.0,7,0,6,0,0,0,3,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
7437,41.0,6,0,1,0,2,0,7,1,999,0,0,-3.0,92.713,-33.0,0.715,5023.5,1
7438,34.0,1,1,6,0,0,1,0,2,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,0
7439,56.0,6,0,3,0,2,1,1,1,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0
7440,56.0,0,0,0,1,0,1,1,4,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0
7441,36.0,6,0,1,0,1,0,5,7,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0
7442,41.0,3,1,2,0,1,1,0,2,999,0,0,-1.8,93.075,-47.1,1.415,5099.1,1
7443,81.0,0,0,2,0,0,1,1,3,999,0,0,-2.9,92.201,-31.4,0.838,5076.2,0
7444,40.0,6,0,2,1,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0
7445,20.0,7,1,6,1,0,1,3,2,999,0,0,-1.8,92.893,-46.2,1.25,5099.1,0
7446,50.0,4,0,4,1,1,1,3,2,999,0,0,-1.8,92.893,-46.2,1.2990000000000002,5099.1,0
7447,41.0,2,0,0,0,1,1,2,1,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,0
7448,23.0,5,1,1,0,1,1,4,1,999,0,0,1.4,93.918,-42.7,4.958,5228.1,0
7449,32.0,3,0,2,0,1,1,2,2,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
7450,46.0,4,0,5,0,1,0,5,2,999,0,0,1.4,94.465,-41.8,4.864,5228.1,0
7451,36.0,1,0,1,0,1,1,1,2,999,0,0,1.4,93.444,-36.1,4.962,5228.1,0
7452,57.0,1,2,3,0,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
7453,45.0,4,0,3,1,0,0,5,7,999,0,0,1.4,94.465,-41.8,4.864,5228.1,0
7454,28.0,1,0,1,0,0,1,4,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,1
7455,43.0,9,0,2,0,1,1,0,2,999,0,0,-1.8,93.075,-47.1,1.435,5099.1,0
7456,42.0,4,0,3,0,1,0,5,1,999,0,0,1.4,94.465,-41.8,4.96,5228.1,0
7457,45.0,1,0,3,1,1,0,3,2,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0
7458,29.0,1,1,3,1,0,0,5,2,999,0,0,1.4,94.465,-41.8,4.864,5228.1,0
7459,48.0,7,0,6,0,1,1,8,1,999,0,0,-1.1,94.601,-49.5,0.987,4963.6,0
7460,30.0,7,0,6,0,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.855,5191.0,0
7461,33.0,9,0,2,0,1,1,2,2,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0
7462,46.0,11,0,4,0,0,1,1,2,999,0,0,-2.9,92.201,-31.4,0.884,5076.2,0
7463,44.0,5,2,3,1,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
